Customer_ID,Recency,Frequency,Monetary
CUST00966,884,1,115.4
CUST00967,1389,1,738.36
CUST00968,1437,1,472.28
CUST00969,1704,1,379.45
CUST00970,1714,1,593.24
CUST00971,735,1,89.45
CUST00972,839,1,865.4
CUST00973,520,1,681.63
CUST00974,581,1,966.93
CUST00975,1216,1,54.15
CUST00976,683,1,896.76
CUST00977,408,1,641.92
CUST00978,867,1,706.92
CUST00979,1239,1,159.53
CUST00980,1130,1,783.05
CUST00981,1764,1,470.15
CUST00982,1779,1,375.47
CUST00983,465,1,706.14
CUST00984,428,1,957.67
CUST00985,1446,1,53.87
CUST00986,1609,1,867.29
CUST00987,1056,1,629.67
CUST00988,797,1,806.27
CUST00989,1451,1,960.04
CUST00990,862,1,499.22
CUST00991,823,1,182.06
CUST00992,1010,1,148.15
CUST00993,881,1,42.33
CUST00994,1010,1,522.14
CUST00995,1254,1,488.81
CUST00996,710,1,327.39
CUST00997,749,1,209.05
CUST00998,1290,1,685.38
CUST00999,1403,1,69.97
CUST01000,1490,1,472.91
CUST01001,710,1,454.44
CUST01002,869,1,948.56
CUST01003,767,1,590.66
CUST01004,531,1,605.63
CUST01005,499,1,713.17
CUST01006,689,1,730.85
CUST01007,1166,1,597.98
CUST01008,894,1,553.9
CUST01009,1327,1,238.48
CUST01010,1641,1,555.6
CUST01011,1755,1,437.39
CUST01012,703,1,27.55
CUST01013,1210,1,471.32
CUST01014,1433,1,618.69
CUST01015,1117,1,856.05
CUST01016,1320,1,821.45
CUST01017,428,1,106.22
CUST01018,896,1,72.55
CUST01019,1422,1,178.69
CUST01020,764,1,204.3
CUST01021,1502,1,147.56
CUST01022,731,1,107.23
CUST01023,1491,1,504.51
CUST01024,820,1,58.04
CUST01025,1061,1,481.94
CUST01026,1752,1,739.55
CUST01027,1499,1,941.27
CUST01028,751,1,692.3
CUST01029,581,1,731.32
CUST01030,716,1,146.61
CUST01031,1189,1,590.93
CUST01032,1520,1,262.43
CUST01033,471,1,165.8
CUST01034,500,1,367.64
CUST01035,1332,1,581.8
CUST01036,1013,1,67.35
CUST01037,1563,1,413.48
CUST01038,1620,1,123.9
CUST01039,472,1,576.08
CUST01040,1059,1,278.46
CUST01041,988,1,964.91
CUST01042,1526,1,270.96
CUST01043,1653,1,271.79
CUST01044,976,1,724.29
CUST01045,1821,1,439.68
CUST01046,1233,1,757.93
CUST01047,1390,1,677.48
CUST01048,946,1,934.35
CUST01049,1443,1,276.99
CUST01050,1812,1,765.28
CUST01051,1328,1,79.09
CUST01052,1367,1,844.92
CUST01053,448,1,895.13
CUST01054,609,1,485.36
CUST01055,1539,1,113.89
CUST01056,649,1,499.17
CUST01057,463,1,150.72
CUST01058,1449,1,625.09
CUST01059,510,1,921.61
CUST01060,1719,1,599.91
CUST01061,1649,1,919.58
CUST01062,766,1,291.19
CUST01063,415,1,401.44
CUST01064,812,1,270.99
CUST01065,508,1,301.04
CUST01066,435,1,661.74
CUST01067,703,1,414.53
CUST01068,467,1,348.46
CUST01069,1807,1,811.91
CUST01071,1388,1,859.56
CUST01072,713,1,486.84
CUST01073,1270,1,433.19
CUST01074,440,1,680.04
CUST01075,1226,1,549.61
CUST01076,1625,1,477.2
CUST01077,1119,1,977.22
CUST01078,1694,1,711.42
CUST01079,729,1,410.19
CUST01080,432,1,570.82
CUST01081,1771,1,539.92
CUST01082,433,1,78.35
CUST01083,493,1,738.92
CUST01084,1526,1,429.26
CUST01085,1426,1,841.21
CUST01086,572,1,643.6
CUST01087,440,1,789.69
CUST01088,577,1,833.88
CUST01089,1802,1,292.47
CUST01090,1732,1,134.08
CUST01091,415,1,743.52
CUST01092,1253,1,462.73
CUST01093,1607,1,356.61
CUST01094,1564,1,724.9
CUST01095,1805,1,896.43
CUST01096,728,1,664.44
CUST01097,1316,1,476.49
CUST01098,771,1,438.97
CUST01099,1197,1,439.84
CUST01100,892,1,743.23
CUST01101,550,1,44.5
CUST01102,1011,1,80.74
CUST01103,687,1,521.65
CUST01104,1324,1,988.34
CUST01105,952,1,411.35
CUST01106,834,1,114.07
CUST01107,851,1,156.51
CUST01108,1149,1,448.48
CUST01109,1610,1,732.57
CUST01110,903,1,588.36
CUST01111,1752,1,640.03
CUST01112,742,1,751.34
CUST01113,398,1,741.85
CUST01114,1620,1,703.49
CUST01115,497,1,759.73
CUST01116,1617,1,697.33
CUST01117,1632,1,76.55
CUST01118,1534,1,19.68
CUST01119,565,1,861.01
CUST01120,1317,1,95.53
CUST01121,436,1,658.07
CUST01122,413,1,824.6
CUST01123,1063,1,176.54
CUST01124,477,1,122.45
CUST01125,1799,1,302.02
CUST01126,1273,1,89.43
CUST01127,1569,1,313.62
CUST01128,961,1,680.25
CUST01129,636,1,653.35
CUST01130,962,1,156.45
CUST01131,1786,1,119.97
CUST01132,738,1,967.43
CUST01133,1505,1,34.25
CUST01134,1784,1,88.69
CUST01135,1227,1,540.8
CUST01136,1774,1,541.35
CUST01137,1240,1,122.93
CUST01138,1139,1,715.81
CUST01139,962,1,926.24
CUST01140,872,1,529.86
CUST01141,606,1,230.85
CUST01142,704,1,831.49
CUST01143,1522,1,358.95
CUST01144,421,1,967.48
CUST01145,1019,1,519.44
CUST01146,928,1,469.37
CUST01147,1673,1,956.83
CUST01148,743,1,770.63
CUST01149,1676,1,347.62
CUST01150,1388,1,172.56
CUST01151,1544,1,129.81
CUST01152,626,1,953.96
CUST01153,1197,1,13.18
CUST01154,485,1,723.02
CUST01155,677,1,102.33
CUST01156,1445,1,347.43
CUST01157,1388,1,555.61
CUST01158,661,1,939.63
CUST01159,1643,1,543.59
CUST01160,1331,1,500.47
CUST01161,1046,1,599.1
CUST01162,1342,1,896.9
CUST01163,1510,1,727.4
CUST01164,403,1,816.96
CUST01165,1294,1,426.99
CUST01166,410,1,601.05
CUST01167,1040,1,80.43
CUST01168,750,1,352.25
CUST01169,1800,1,926.14
CUST01170,904,1,120.38
CUST01171,1038,1,99.33
CUST01172,1711,1,681.39
CUST01173,1525,1,838.61
CUST01174,1761,1,301.88
CUST01175,642,1,66.62
CUST01176,699,1,916.21
CUST01177,437,1,237.27
CUST01178,1157,1,869.48
CUST01179,1305,1,901.14
CUST01180,1481,1,949.56
CUST01181,1147,1,459.64
CUST01182,605,1,908.12
CUST01183,1406,1,763.66
CUST01184,820,1,881.78
CUST01185,1769,1,505
CUST01186,1806,1,40.54
CUST01187,1622,1,556.91
CUST01188,1577,1,581.12
CUST01189,1381,1,728.59
CUST01190,1148,1,298.79
CUST01191,675,1,112.29
CUST01192,1273,1,764.8
CUST01193,503,1,967.73
CUST01194,1446,1,662.17
CUST01195,710,1,783.73
CUST01196,365,1,616.5
CUST01197,1314,1,721.89
CUST01198,507,1,461.61
CUST01199,1084,1,896.13
CUST01200,1645,1,356.28
CUST01201,497,1,892.49
CUST01202,1339,1,975.25
CUST01203,1512,1,582.06
CUST01204,1694,1,708.08
CUST01205,1579,1,901.32
CUST01206,1594,1,632.64
CUST01207,1122,1,928.31
CUST01208,904,1,297.94
CUST01209,549,1,151.84
CUST01210,827,1,488.32
CUST01211,649,1,471.93
CUST01212,1158,1,749.15
CUST01213,954,1,247.83
CUST01214,770,1,45.38
CUST01215,1323,1,532.27
CUST01216,985,1,669.36
CUST01217,1610,1,397.06
CUST01218,1058,1,660.54
CUST01219,1373,1,411.07
CUST01220,1678,1,732
CUST01221,636,1,865.34
CUST01222,401,1,679.79
CUST01223,1740,1,727.31
CUST01224,1710,1,763.58
CUST01225,453,1,574.95
CUST01226,421,1,709.46
CUST01227,1052,1,24.1
CUST01228,557,1,416.86
CUST01229,1793,1,456.54
CUST01230,1791,1,783.76
CUST01231,470,1,100.37
CUST01232,1629,1,33.63
CUST01233,449,1,361.87
CUST01234,610,1,839.41
CUST01235,834,1,726.41
CUST01236,495,1,575.65
CUST01237,579,1,527.39
CUST01238,1019,1,29.31
CUST01239,1155,1,659.25
CUST01242,1463,1,467.37
CUST01243,751,1,566.71
CUST01244,769,1,833.36
CUST01245,1183,1,885.87
CUST01246,1739,1,375.74
CUST01247,966,1,416.28
CUST01248,1081,1,965.66
CUST01249,1200,1,734.98
CUST01250,862,1,873.46
CUST01251,793,1,290.1
CUST01252,884,1,71.53
CUST01253,821,1,228.33
CUST01254,1221,1,665.13
CUST01256,855,1,99.52
CUST01257,1316,1,817.57
CUST01258,1286,1,103.71
CUST01259,1240,1,824.57
CUST01260,431,1,867.92
CUST01261,1358,1,360.98
CUST01262,567,1,446.15
CUST01263,1225,1,136.85
CUST01264,696,1,38.39
CUST01265,1624,1,965.14
CUST01266,1810,1,293.97
CUST01267,397,1,410.18
CUST01268,802,1,30.59
CUST01269,1456,1,200.51
CUST01270,792,1,512.7
CUST01271,1044,1,100.31
CUST01272,1559,1,800.47
CUST01273,976,1,633.38
CUST01274,1712,1,515.34
CUST01275,1820,1,850.88
CUST01276,1452,1,385.56
CUST01277,1004,1,815.86
CUST01278,502,1,643.35
CUST01279,1527,1,363.07
CUST01280,728,1,70.94
CUST01281,1312,1,809.78
CUST01282,1803,1,136.57
CUST01283,459,1,116.2
CUST01284,1769,1,127.71
CUST01285,639,1,595.02
CUST01286,1466,1,338.47
CUST01287,1076,1,463.85
CUST01288,1641,1,509
CUST01289,405,1,734.81
CUST01290,914,1,237.54
CUST01291,1763,1,595.75
CUST01292,1726,1,159.62
CUST01293,493,1,385.65
CUST01294,971,1,512.69
CUST01295,1197,1,56.8
CUST01296,988,1,970.4
CUST01297,1146,1,733.02
CUST01298,1621,1,832.05
CUST01299,422,1,713.87
CUST01300,776,1,225.92
CUST01301,379,1,955.88
CUST01302,1765,1,116.95
CUST01303,1676,1,377.09
CUST01304,686,1,582.63
CUST01305,1581,1,641.57
CUST01306,744,1,824.59
CUST01307,468,1,570.62
CUST01308,1278,1,575.46
CUST01309,1463,1,728.51
CUST01310,1026,1,466.48
CUST01311,827,1,36.65
CUST01312,1714,1,102.03
CUST01313,766,1,978.51
CUST01314,542,1,404.74
CUST01315,1699,1,501.4
CUST01316,1611,1,420.37
CUST01317,1607,1,101.27
CUST01318,426,1,159.94
CUST01319,1780,1,948.23
CUST01320,1690,1,450.89
CUST01321,1625,1,310.48
CUST01322,386,1,116.92
CUST01323,1590,1,717.45
CUST01324,1476,1,260.64
CUST01325,1348,1,735.21
CUST01326,1066,1,984.92
CUST01327,1277,1,527.4
CUST01328,778,1,201.83
CUST01329,1195,1,270.94
CUST01330,950,1,59.12
CUST01331,496,1,372.18
CUST01332,1595,1,443.37
CUST01333,673,1,629.31
CUST01334,937,1,50.43
CUST01335,913,1,980.6
CUST01336,1380,1,281.97
CUST01337,385,1,973.04
CUST01338,1775,1,611.31
CUST01339,1216,1,129.18
CUST01340,770,1,559.51
CUST01341,1813,1,113.31
CUST01342,761,1,794.49
CUST01343,1526,1,952.08
CUST01344,1787,1,349.63
CUST01345,1293,1,652.55
CUST01346,1001,1,659.85
CUST01347,1517,1,833.97
CUST01348,1689,1,527.85
CUST01349,924,1,27.3
CUST01350,1260,1,164.84
CUST01351,586,1,404.4
CUST01352,370,1,468.71
CUST01353,1397,1,929.64
CUST01354,1136,1,611.42
CUST01355,855,1,667.68
CUST01356,521,1,913.29
CUST01357,1294,1,979.35
CUST01358,754,1,991.11
CUST01359,1522,1,952.78
CUST01360,953,1,763.7
CUST01361,1440,1,461.47
CUST01362,582,1,148.19
CUST01363,543,1,356.95
CUST01364,1013,1,692.13
CUST01365,1647,1,680.94
CUST01366,1040,1,46.61
CUST01367,1489,1,280.93
CUST01368,638,1,34.9
CUST01369,1535,1,407.44
CUST01370,1689,1,870.69
CUST01371,1571,1,944.62
CUST01372,1497,1,280.67
CUST01373,1654,1,970
CUST01374,869,1,746
CUST01375,791,1,319.75
CUST01376,1209,1,648.09
CUST01377,666,1,873.44
CUST01378,1134,1,770.21
CUST01379,1438,1,365.43
CUST01380,371,1,39.77
CUST01381,1401,1,427.49
CUST01382,383,1,322.41
CUST01383,1540,1,817.28
CUST01384,637,1,420.01
CUST01385,1328,1,712.52
CUST01386,1476,1,746.96
CUST01387,577,1,812.52
CUST01388,1381,1,885.99
CUST01389,1722,1,51.11
CUST01390,887,1,295.8
CUST01391,980,1,632.64
CUST01392,1417,1,906.16
CUST01393,1114,1,590.52
CUST01394,1768,1,807.94
CUST01395,1740,1,682.9
CUST01396,1068,1,42.4
CUST01397,1080,1,388.19
CUST01398,1822,1,394.63
CUST01399,1162,1,542.71
CUST01400,1349,1,648.59
CUST01401,1202,1,435.3
CUST01402,575,1,581.33
CUST01403,367,1,935.21
CUST01404,1362,1,966.02
CUST01405,1183,1,160.07
CUST01406,1717,1,698.04
CUST01407,1349,1,880.15
CUST01408,615,1,430.47
CUST01409,1093,1,222.14
CUST01410,1169,1,288.98
CUST01411,793,1,286.45
CUST01412,1223,1,443.56
CUST01413,1260,1,765.97
CUST01414,1220,1,568.29
CUST01415,505,1,400.6
CUST01416,885,1,625.86
CUST01417,427,1,446.05
CUST01418,971,1,13.48
CUST01419,1256,1,712.23
CUST01420,1551,1,706.92
CUST01421,425,1,780.69
CUST01422,473,1,768.97
CUST01423,1176,1,171.85
CUST01424,1113,1,216.52
CUST01425,548,1,242.68
CUST01426,604,1,847.3
CUST01427,1590,1,902.12
CUST01428,1490,1,723.44
CUST01429,607,1,93.75
CUST01430,1711,1,699.74
CUST01431,518,1,462.81
CUST01432,1563,1,878.51
CUST01433,1188,1,473.68
CUST01434,1632,1,799.29
CUST01435,1427,1,933.85
CUST01436,733,1,335.48
CUST01437,1484,1,982.98
CUST01438,802,1,540.01
CUST01439,862,1,172.04
CUST01440,1110,1,506.98
CUST01441,1700,1,878.83
CUST01442,1067,1,514.16
CUST01443,846,1,341.29
CUST01444,906,1,967.95
CUST01445,630,1,210.01
CUST01446,942,1,963.23
CUST01447,587,1,350.24
CUST01448,481,1,411.63
CUST01449,1129,1,242.03
CUST01450,606,1,560.47
CUST01451,884,1,852.83
CUST01452,762,1,237.69
CUST01453,882,1,587.91
CUST01454,1462,1,371.92
CUST01455,1440,1,572.7
CUST01456,816,1,669.16
CUST01457,1662,1,256.43
CUST01458,1100,1,239.15
CUST01459,1579,1,626.28
CUST01460,440,1,501.31
CUST01461,1525,1,235.92
CUST01462,754,1,908.33
CUST01463,924,1,61.27
CUST01464,497,1,167.2
CUST01465,436,1,873.25
CUST01466,556,1,745.15
CUST01467,801,1,21.41
CUST01468,825,1,423.31
CUST01469,895,1,116.73
CUST01470,1241,1,445.99
CUST01471,759,1,662.28
CUST01472,1647,1,568.93
CUST01473,1513,1,313.55
CUST01474,971,1,190.46
CUST01475,1192,1,550.29
CUST01476,995,1,58.78
CUST01477,662,1,148.74
CUST01478,520,1,158.92
CUST01479,1657,1,76.46
CUST01480,412,1,27.83
CUST01481,1151,1,487.28
CUST01482,1237,1,901.01
CUST01483,668,1,948.03
CUST01484,430,1,133.76
CUST01485,1422,1,945.11
CUST01486,481,1,658.8
CUST01487,404,1,548.69
CUST01488,493,1,216.32
CUST01489,711,1,543.14
CUST01490,691,1,630.34
CUST01491,1767,1,130.75
CUST01492,856,1,814.82
CUST01493,1487,1,604.29
CUST01494,735,1,709.19
CUST01495,522,1,299.36
CUST01496,452,1,75.59
CUST01497,1727,1,399.86
CUST01498,388,1,67.14
CUST01499,1710,1,317.17
CUST01500,1109,1,547.23
CUST01501,893,1,810.53
CUST01502,397,1,239.74
CUST01503,1063,1,694.7
CUST01504,1157,1,681.76
CUST01505,1050,1,621.48
CUST01506,563,1,550.86
CUST01508,1136,1,52.12
CUST01509,640,1,852.79
CUST01510,1358,1,805.64
CUST01511,1109,1,488.58
CUST01512,1393,1,21.97
CUST01513,585,1,628.76
CUST01514,1609,1,466.73
CUST01515,1100,1,805.92
CUST01516,912,1,733.75
CUST01517,634,1,208.79
CUST01518,1413,1,329.49
CUST01519,456,1,345.85
CUST01520,456,1,448.87
CUST01521,1106,1,193.99
CUST01522,528,1,886.18
CUST01523,506,1,237.48
CUST01524,1132,1,91.34
CUST01525,1230,1,612.19
CUST01526,1677,1,542.02
CUST01527,1309,1,393.79
CUST01528,1597,1,301.81
CUST01529,990,1,236.27
CUST01530,595,1,25.42
CUST01531,767,1,309.64
CUST01532,1318,1,862.54
CUST01533,1411,1,150.76
CUST01534,691,1,431.45
CUST01535,1452,1,297.13
CUST01536,1098,1,966.53
CUST01537,387,1,957.9
CUST01538,729,1,788.21
CUST01539,908,1,251.58
CUST01540,1608,1,350.27
CUST01541,746,1,931.47
CUST01542,1525,1,614.39
CUST01543,1662,1,156.02
CUST01544,897,1,172.45
CUST01545,1673,1,387.72
CUST01546,408,1,69.33
CUST01547,1424,1,865.45
CUST01548,866,1,340.08
CUST01549,756,1,637.79
CUST01550,1203,1,859.57
CUST01551,1279,1,174.19
CUST01552,1673,1,814.16
CUST01553,1559,1,542.96
CUST01554,1500,1,872.76
CUST01555,923,1,361.1
CUST01556,431,1,253.21
CUST01557,709,1,822.05
CUST01558,1541,1,547
CUST01559,1721,1,949.96
CUST01560,546,1,976.54
CUST01561,510,1,623.68
CUST01562,1476,1,374.31
CUST01563,398,1,761.92
CUST01564,1761,1,326.99
CUST01565,1382,1,842.37
CUST01566,674,1,970.67
CUST01567,1449,1,690.72
CUST01568,635,1,948.75
CUST01569,1126,1,709.11
CUST01570,420,1,767.33
CUST01571,1147,1,648.95
CUST01572,504,1,435.12
CUST01573,882,1,382.75
CUST01574,621,1,503.24
CUST01575,1210,1,42.06
CUST01576,1372,1,479.58
CUST01577,369,1,327.41
CUST01578,1737,1,324
CUST01579,1798,1,880.05
CUST01580,1737,1,321.38
CUST01581,971,1,257.03
CUST01582,1356,1,791.67
CUST01583,1279,1,577.08
CUST01584,1407,1,934.18
CUST01585,787,1,587.9
CUST01586,1310,1,769.05
CUST01587,1739,1,365.16
CUST01588,700,1,971.82
CUST01589,1279,1,965.11
CUST01590,1184,1,659.91
CUST01591,1137,1,429.72
CUST01592,1791,1,324.24
CUST01593,934,1,118.08
CUST01594,689,1,775.39
CUST01595,1104,1,11.87
CUST01596,452,1,368.43
CUST01597,1817,1,333.76
CUST01598,1605,1,183.84
CUST01599,1746,1,705.25
CUST01600,628,1,856.94
CUST01601,1390,1,479.44
CUST01602,1714,1,765.16
CUST01603,1295,1,630.71
CUST01604,1549,1,726.32
CUST01605,1745,1,813
CUST01606,1765,1,477.28
CUST01607,1496,1,65.43
CUST01608,590,1,701.36
CUST01609,1616,1,879.27
CUST01610,744,1,225.11
CUST01611,1104,1,420.91
CUST01613,550,1,210.37
CUST01614,776,1,214.55
CUST01615,1094,1,91.6
CUST01616,764,1,72.34
CUST01617,862,1,713.14
CUST01618,592,1,381.71
CUST01619,1473,1,872.1
CUST01621,467,1,967.61
CUST01622,558,1,88.25
CUST01623,791,1,542.08
CUST01624,474,1,925.59
CUST01625,1181,1,330.51
CUST01626,969,1,957.33
CUST01627,407,1,178.16
CUST01628,1682,1,411.57
CUST01629,591,1,768.16
CUST01630,426,1,636.71
CUST01631,689,1,417.06
CUST01632,1524,1,284.93
CUST01633,1174,1,548.94
CUST01634,383,1,319.11
CUST01635,1171,1,727.65
CUST01636,1571,1,88.92
CUST01637,1201,1,907.84
CUST01638,1408,1,838.05
CUST01639,1115,1,424.88
CUST01640,1382,1,356.83
CUST01641,929,1,174.91
CUST01642,1505,1,659.56
CUST01643,1527,1,541.16
CUST01644,492,1,249.98
CUST01645,548,1,406.41
CUST01646,1331,1,154.07
CUST01647,922,1,898.48
CUST01648,1347,1,211.09
CUST01649,707,1,26.21
CUST01650,1605,1,823.4
CUST01651,1564,1,455.06
CUST01652,1220,1,41.69
CUST01653,1044,1,416.87
CUST01654,537,1,22.5
CUST01655,1504,1,219.42
CUST01656,457,1,696.68
CUST01657,1083,1,68.24
CUST01658,733,1,442.2
CUST01659,760,1,687.94
CUST01660,619,1,135
CUST01661,1175,1,204.34
CUST01662,1436,1,298.68
CUST01663,1256,1,389.05
CUST01664,715,1,397.93
CUST01665,544,1,755.72
CUST01666,1733,1,222.49
CUST01667,1308,1,456.49
CUST01668,1640,1,95.86
CUST01669,981,1,183.57
CUST01670,1287,1,447.43
CUST01671,1522,1,787.68
CUST01672,1456,1,176.33
CUST01673,923,1,618.18
CUST01674,564,1,752.1
CUST01675,1297,1,776.45
CUST01676,640,1,308.83
CUST01677,1507,1,635.33
CUST01678,1760,1,534.22
CUST01679,1796,1,602.05
CUST01680,855,1,849.02
CUST01681,560,1,628.23
CUST01682,1706,1,929.96
CUST01683,1436,1,413
CUST01684,1232,1,441.76
CUST01685,469,1,583.26
CUST01686,839,1,837.9
CUST01687,1537,1,362.47
CUST01688,1274,1,730.88
CUST01689,625,1,41.77
CUST01690,1722,1,205.84
CUST01691,1365,1,489.59
CUST01692,1300,1,370.03
CUST01693,442,1,361.63
CUST01694,533,1,420.09
CUST01695,1743,1,10.7
CUST01696,551,1,138.84
CUST01697,1783,1,14.39
CUST01698,655,1,491.48
CUST01699,1026,1,911.17
CUST01700,1090,1,317.52
CUST01701,1776,1,926.9
CUST01702,1250,1,826.72
CUST01703,1275,1,355.06
CUST01704,745,1,463.08
CUST01705,866,1,835.69
CUST01707,983,1,391.64
CUST01708,1664,1,613.34
CUST01709,1174,1,961.25
CUST01710,605,1,458.83
CUST01711,1456,1,120.63
CUST01712,1358,1,207.28
CUST01713,859,1,134.61
CUST01714,1245,1,606.51
CUST01715,1034,1,202.6
CUST01716,902,1,503.47
CUST01717,945,1,119.91
CUST01718,496,1,949.02
CUST01719,1152,1,195.68
CUST01720,1063,1,76.75
CUST01721,440,1,21.47
CUST01722,1140,1,80.56
CUST01723,1766,1,760.83
CUST01724,1291,1,355.22
CUST01725,665,1,510.22
CUST01726,1073,1,670.39
CUST01727,893,1,482.54
CUST01729,1129,1,216.28
CUST01731,1069,1,578.3
CUST01732,1648,1,309.91
CUST01733,1387,1,33.33
CUST01734,1129,1,766.71
CUST01735,623,1,352.04
CUST01736,1492,1,18.89
CUST01737,1548,1,575.86
CUST01738,986,1,829.7
CUST01739,423,1,199.7
CUST01740,423,1,220.82
CUST01741,851,1,502.19
CUST01742,1240,1,829.41
CUST01743,1372,1,863.73
CUST01744,891,1,56.03
CUST01745,1629,1,341.03
CUST01746,1585,1,900.09
CUST01747,1718,1,597.66
CUST01748,529,1,193.21
CUST01749,1495,1,871.02
CUST01750,381,1,164.35
CUST01751,1293,1,531.42
CUST01752,787,1,974.39
CUST01753,1024,1,438.48
CUST01754,1465,1,847.28
CUST01755,1743,1,621.55
CUST01756,820,1,82.31
CUST01757,756,1,361.57
CUST01758,1288,1,877.36
CUST01759,901,1,549.36
CUST01760,1090,1,89.46
CUST01761,747,1,294.34
CUST01762,1236,1,669.41
CUST01763,1796,1,651.23
CUST01764,1666,1,625.69
CUST01765,744,1,331.99
CUST01766,1712,1,494.68
CUST01767,1140,1,623.35
CUST01768,1354,1,429.83
CUST01769,829,1,614.06
CUST01770,478,1,612.41
CUST01771,512,1,258.88
CUST01772,415,1,234.08
CUST01773,1471,1,55.02
CUST01774,1823,1,879.69
CUST01775,1050,1,203.57
CUST01776,1783,1,573.99
CUST01777,937,1,314.42
CUST01778,440,1,312.48
CUST01779,751,1,830.03
CUST01780,923,1,503.02
CUST01781,1211,1,568.27
CUST01782,1550,1,753.37
CUST01783,737,1,598.11
CUST01784,1082,1,878.45
CUST01785,508,1,80.42
CUST01786,1743,1,405.68
CUST01787,1315,1,554.93
CUST01788,1090,1,682.08
CUST01789,1452,1,338.86
CUST01790,371,1,123.53
CUST01791,524,1,847.4
CUST01792,1190,1,772.96
CUST01793,488,1,515.59
CUST01794,1431,1,683.75
CUST01795,823,1,995.53
CUST01796,1301,1,160.93
CUST01797,821,1,493.06
CUST01798,1348,1,329.97
CUST01799,753,1,883.21
CUST01800,398,1,728.45
CUST01801,1736,1,426.84
CUST01802,1442,1,629.38
CUST01803,1699,1,420.4
CUST01804,1257,1,826.04
CUST01805,1423,1,363.84
CUST01806,1387,1,289.05
CUST01807,1642,1,686.49
CUST01808,592,1,736.9
CUST01809,1529,1,48.39
CUST01810,563,1,366.69
CUST01811,550,1,130.74
CUST01812,966,1,897.11
CUST01813,980,1,820.78
CUST01814,690,1,968.8
CUST01815,1214,1,100.57
CUST01816,891,1,36.2
CUST01817,1292,1,215.62
CUST01818,1415,1,849.9
CUST01819,1548,1,314.37
CUST01820,1236,1,96.8
CUST01821,997,1,575.39
CUST01822,640,1,501.04
CUST01823,1285,1,118.81
CUST01824,1464,1,21.26
CUST01825,689,1,94.48
CUST01826,1721,1,549.25
CUST01827,504,1,518.71
CUST01828,487,1,115.26
CUST01829,1268,1,886.17
CUST01830,1229,1,375.5
CUST01831,1257,1,547.92
CUST01832,515,1,441.05
CUST01833,677,1,549.6
CUST01834,564,1,735.2
CUST01835,472,1,981.36
CUST01836,1385,1,799.62
CUST01837,1019,1,235.96
CUST01838,650,1,274.69
CUST01839,1053,1,564.76
CUST01840,1523,1,896.78
CUST01841,752,1,579.39
CUST01842,886,1,965.71
CUST01843,582,1,406.46
CUST01844,1634,1,235.84
CUST01845,1658,1,777.66
CUST01846,524,1,729.22
CUST01847,1510,1,829.51
CUST01848,712,1,289.97
CUST01849,575,1,603.07
CUST01850,894,1,440
CUST01851,468,1,874.59
CUST01852,1153,1,758.1
CUST01853,1567,1,639.36
CUST01854,1610,1,797.82
CUST01855,843,1,727.05
CUST01856,1822,1,217.54
CUST01857,783,1,25.52
CUST01858,1216,1,878.42
CUST01859,461,1,918.87
CUST01860,1145,1,957.63
CUST01861,1177,1,257.87
CUST01862,810,1,866.14
CUST01863,1777,1,821.1
CUST01864,1620,1,493.35
CUST01865,1010,1,928.71
CUST01866,1566,1,454.63
CUST01867,835,1,850.86
CUST01868,396,1,133.21
CUST01869,1182,1,122.66
CUST01870,1169,1,176.42
CUST01871,1085,1,637.47
CUST01872,1520,1,295.26
CUST01873,1705,1,464.88
CUST01874,1316,1,986.66
CUST01875,1684,1,864.79
CUST01876,778,1,876.1
CUST01877,540,1,902.55
CUST01878,1650,1,247.64
CUST01879,1279,1,955.08
CUST01880,1019,1,381.43
CUST01881,1341,1,880.88
CUST01882,1427,1,467.48
CUST01883,542,1,690.29
CUST01884,493,1,669.43
CUST01885,1550,1,406.51
CUST01886,724,1,66.86
CUST01887,966,1,928.58
CUST01888,1178,1,788.84
CUST01889,1748,1,763.89
CUST01890,569,1,385.02
CUST01891,1691,1,388.35
CUST01892,1818,1,698.92
CUST01893,1577,1,422.07
CUST01894,862,1,385.09
CUST01895,1758,1,371.25
CUST01896,508,1,869.34
CUST01897,1617,1,367.74
CUST01898,1141,1,363.31
CUST01899,1313,1,478.17
CUST01900,1083,1,758.09
CUST01901,1070,1,92.71
CUST01902,1440,1,918.79
CUST01903,1663,1,305.36
CUST01904,676,1,838.03
CUST01905,1355,1,170.22
CUST01906,1071,1,160.85
CUST01907,1001,1,790.46
CUST01908,662,1,670.25
CUST01909,712,1,34.42
CUST01910,651,1,27.27
CUST01911,435,1,380
CUST01912,712,1,371.46
CUST01913,756,1,319.31
CUST01914,1324,1,605.65
CUST01915,1501,1,756.39
CUST01916,632,1,599.39
CUST01917,930,1,99.07
CUST01918,663,1,43.58
CUST01919,544,1,515.11
CUST01920,1343,1,359.35
CUST01921,502,1,980.75
CUST01922,1342,1,702.51
CUST01923,1188,1,921.65
CUST01924,1057,1,635.51
CUST01925,1103,1,664.05
CUST01926,609,1,937.67
CUST01927,1719,1,487.19
CUST01928,925,1,850.21
CUST01929,848,1,457.51
CUST01930,1548,1,482.6
CUST01931,1001,1,431.36
CUST01932,1037,1,74.66
CUST01933,1728,1,138.74
CUST01934,826,1,352.12
CUST01935,708,1,553.99
CUST01936,1822,1,463.13
CUST01937,639,1,853.21
